operator_address,moniker,jailed,total_delegated_tokens,outstanding_commission,outstanding_rewards,withdrawn_commission,withdrawn_rewards,total_commission,total_rewards,total_earnings
fxvaloper1fvrkqzf795p4hh36hwy8rq57ywv5kwyxjax8cf,Blockchain Collaborative Consortium,False,10731415.514482485,158.29032980680884,33.39258810052027,20907.983503477644,24.68733589598407,21066.273833284453,58.07992399650434,21124.35375728096
fxvaloper1290uryg96klfsdn3usktwcy5t3qxh8eclsmtqy,Bucharest,False,6408148.229021646,30109.515848732684,8.941347101291914,53439.408757184,11561.10278310817,83548.92460591669,11570.044130209462,95118.96873612615
fxvaloper12dzp2wydkc8rtjeejehsck8kwmrxz7tk3t8h6s,DAOVerse,False,7940177.178178723,77.93188415676887,1.2479413644745392,9642.193385033663,194.6367258234385,9720.125269190432,195.88466718791304,9916.009936378345
fxvaloper126pplyfsrshzvjutslee8369uhc3hvmxml8adf,212th FX Battalion,False,5666635.575571426,4780.829309859597,8.903507570083393,15113.127201739508,35.55961131910468,19893.956511599106,44.463118889188074,19938.419630488293
fxvaloper1265yve20ltnn8gl9cdphgxwyem423mwy2g6060,ByteX,False,55988.446336006025,11.551460555495042,19.83998186748967,0.0,0.0,11.551460555495042,19.83998186748967,31.39144242298471
fxvaloper1t28sjqjfg0zs9wuzpyu3m59c2g4jh6q6nck2w6,AquillaX,True,4031863.642826031,283.19264865404307,0.0,3954.562001471436,19546.381177781957,4237.754650125479,19546.381177781957,23784.135827907437
fxvaloper1t569mgfscvmzrrrwqkzc2g3g2lxffpvh2s3pv8,Superbit123,False,8212238.406438424,1940.8844636932556,2.051582870455137,22725.080946276466,40.55492327412355,24665.96540996972,42.60650614457869,24708.5719161143
fxvaloper1drrh5nhcn40x827j8rgx9kg9f5nftut63hnz2s,NOBI,False,5847844.896654576,676.3243567181555,3.428389457087152,8925.70043202378,56.43666346113168,9602.024788741935,59.86505291821883,9661.889841660155
fxvaloper1dlm4kp90axktn7ywg68ueaa4uyjddnnxjxkwk8,Sydney,False,1430.5646567721794,23.436360692350092,10.972275838376818,0.0,0.0,23.436360692350092,10.972275838376818,34.40863653072691
fxvaloper10vazcv8mfhy7lm5fuep82esxwcx70dwttsx2ez,blocktempo,False,4055892.6872236496,4941.733356722233,2.965192770157298,4936.446201760064,0.000182455225644,9878.179558482298,2.965375225382942,9881.144933707681
fxvaloper1srkazumnkle6uzmdvqq68df9gglylp3pkhuwna,Litecoin Foundation,False,15371263.308678295,824.4514826360328,129.53071952016913,24479.351319817582,20.817651389814117,25303.802802453614,150.34837090998326,25454.151173363596
fxvaloper1337eaaxxqd7l3jw6hwsrh0rvcjgfzgwqdtfq8x,📊EA🤖31337📈,False,4341507.381768793,326.17928307322217,26.152078533612556,2160.5990437152277,210.85641901413746,2486.7783267884497,237.00849754775,2723.7868243361995
fxvaloper1359ld4urxm0807wcmyth9dkmsw2pwznjeh26pt,Dubai,False,8409695.589672524,39523.70329388286,8.947546167440168,83256.18578793551,11562.48465095744,122779.88908181837,11571.432197124881,134351.32127894324
fxvaloper1jcwagrc7gxpsr3xhvtvwek4kyx3m7q858jxqec,Rock,False,2895138.3785750773,3816.915767450013,46.19142199489151,0.0,0.0,3816.915767450013,46.19142199489151,3863.1071894449046
fxvaloper1nammyssvfumll85kx6fwwje3qy3pkpvkw35p89,Nammy💻,False,7651352.746457822,344.56475364503854,1.6104568633678253,5384.053585307144,33.73064763396114,5728.618338952183,35.34110449732896,5763.959443449512
fxvaloper15x2nwxq75fth468wn5xpvvtwhtnj2af0pz6tuj,fx-royv-validator,False,1739.5192999695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fxvaloper14y39e3ujz2m0y2we8tqjwppmj5j4vh80hyafz7,Amsterdam,False,9356656.879294205,43842.10291381697,8.94784372615242,73328.39526539009,11524.819821108598,117170.49817920706,11533.767664834751,128704.26584404182
fxvaloper1ke3gmlz77w700w65qyhtc3y3ahtwupjk3szeph,SoPaulo,False,11324658.07411548,53171.22646025277,8.944218711818687,84622.28633848204,11561.2533203677,137793.51279873482,11570.197539079518,149363.71033781435
fxvaloper1h88fa2my5ns6ydpvzdjhtmjw4smz2zzd4eg7sv,Paper,True,5011.150159816692,3107.6016260065144,72.28721745358081,0.0,0.0,3107.6016260065144,72.28721745358081,3179.8888434600954
fxvaloper1hnavkdy0ep629tlwt32x82qsssx9yyvp0s0wtt,Porto,False,1442.689405263001,0.15474384066238658,5.753663502645826,0.0,0.0,0.15474384066238658,5.753663502645826,5.9084073433082125
fxvaloper1hl5s5tycshsklqyv88ednwmr3hc90wmqxh23c2,SanSalvador,False,1509.0623621719687,0.6618088482693159,7.943059797882871,0.0,0.0,0.6618088482693159,7.943059797882871,8.604868646152187
fxvaloper1c0gnd02hwatfukgcux5f3hvhutcfj9kdvqrmuj,Cogni🧠,False,4915426.917313896,606.8753210945183,4.3401462816033725,4665.656907786245,34.94493206874103,5272.532228880764,39.285078350344406,5311.817307231108
fxvaloper1c4glwxgvs5vjx9j2w4ef7r4480cfs2dkv7h8u2,Scissors,False,2688960.9091582857,3129.0073479049042,61.49039742204021,0.0,0.0,3129.0073479049042,61.49039742204021,3190.4977453269444
fxvaloper1evpmc2je2mmvad3pukyre0xw37y0cdr5pqptke,paf_yyc_ca,False,3831307.655532554,3610.9758491361745,4.209526325065995,9747.147824101667,0.552321985250237,13358.123673237842,4.761848310316232,13362.885521548158
fxvaloper1engnd3l9gg67gggr7n4wq7c32zavd9sq4faxua,Cyprus,False,2195979.966701344,10539.179624002261,8.953422018743302,55868.790629632276,11562.578511015681,66407.97025363454,11571.531933034425,77979.50218666896
fxvaloper16evwmqjz8gd2wwl3qu83a3f3mlkp4yelqew850,Shenzhen,False,8266874.514157594,37257.63337912455,8.943822024106222,59682.57754453093,11562.846397739093,96940.21092365548,11571.7902197632,108512.00114341869
fxvaloper1ms606vz2zrxw7752y5ae8z4zyp52ajjacv9qyd,Miami,False,12169572.828314206,57078.14022854262,8.948545721196204,83678.83437873921,11560.882005207412,140756.97460728182,11569.830550928607,152326.80515821042
fxvaloper1mc84eaz33l77ue6s53c482lu6fvq5uexmyea8h,Janc,False,3000749.4639343563,462.5116298271206,0.6041245662855396,4185.849367911559,7.583939949273324,4648.3609977386795,8.188064515558864,4656.549062254238
fxvaloper1maactzfltlrr304dsnm8fffjtupcs4ehjedchy,Seoul,False,8367847.157038331,40017.84621574202,8.943894464872326,75565.3255890485,11565.025513927581,115583.17180479053,11573.969408392453,127157.14121318299
fxvaloper1u2736s9hm43ds6xxje0d2qhhy2m56akaf8up7t,Delhi,False,7966475.920994494,37497.34696786153,8.952725597736364,65815.13116696634,11561.989321928346,103312.47813482786,11570.942047526081,114883.42018235395
fxvaloper1umj9xqdv7q2quvtks8j66mwrj9wcfqp4486qgn,🎄 ClaudioﾒBarros 🇵🇹 🇺🇦 🎄,False,6464042.454320774,80.5904643299122,8.677240945303254,17839.158987466133,623.5344567951086,17919.749451796044,632.2116977404119,18551.961149536455
fxvaloper1as2rwvnayy30pzjy7aw35dcsja6g98nd87r8vp,European University Cyprus,False,10333537.18208799,38.89528998123773,7.447389893978162,17875.704110922357,24.795856416559484,17914.599400903597,32.24324631053764,17946.842647214133
fxvaloper1astdkdrxlgylehy0jpqv2e357kl6pq0ccq4u73,nexus,False,7669849.763546835,4948.11914082785,4.776644056308666,14329.314013584692,168.90713446870973,19277.43315441254,173.6837785250184,19451.11693293756
fxvaloper1a73plz6w7fc8ydlwxddanc7a239kk45jnl9xwj,Singapore,False,19388006.890352596,179968.93663302858,8.473695183134913,258362.12910259652,11561.917427490607,438331.0657356251,11570.391122673742,449901.45685829886
fxvaloper1780uflqpght7etzq8auv0ram6rwy3wd69vdxc9,🦊Fox🦊,False,6873255.137677495,162.79491154678811,11.86869919812472,14345.276559634289,534.8722330302851,14508.071471181076,546.7409322284099,15054.812403409485
fxvaloper175yk2n6dq66kl3m8rsqn5yfqf4jkegnlvcce0a,Aghanism,False,1669.616431577274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fxvaloper17k6kc0mqnnccqqgkm3d2nzp0jqxpjutxhqyay6,NewYork,False,11199351.690189939,52110.2170316402,8.9414826959986,99862.90942243203,11565.055729817408,151973.12645407222,11573.997212513406,163547.12366658563
fxvaloper1lgzkn292ap2a4t8dvsq0cf5qfkkuplcnztcnvp,Alif,False,6069207.447332512,968.498140618763,161.34383485771423,7575.085391822685,1954.358048848374,8543.583532441447,2115.701883706088,10659.285416147535
